,page_num,binomial,country,general_loc,specific_loc
4,519.0,Amaranthus retroflexus,L.,Mi.,Bikfaya
5,519.0,Amaranthus retroflexus,L.,Mi.,Deir-el-Qamar
6,519.0,Amaranthus retroflexus,L.,Mm.,Dimane
7,519.0,Amaranthus retroflexus,L.,Mm.,Ehden
8,519.0,Amaranthus retroflexus,L.,Mm.,'Aïn Zehalta
9,519.0,Amaranthus retroflexus,L.,Mm.,Khan Sannine
10,519.0,Amaranthus retroflexus,L.,Met.,Ta'naïl
11,519.0,Amaranthus retroflexus,L.,Met.,Ksara
12,519.0,Amaranthus retroflexus,L.,Met.,'Anjar
13,519.0,Amaranthus retroflexus,L.,Met.,Terbol
14,519.0,Amaranthus retroflexus,S.,Mi.,Haffé
15,519.0,Amaranthus retroflexus,S.,Mm.,Slenfé
16,519.0,Amaranthus retroflexus,S.,A.L.,Houreiré
17,519.0,Amaranthus retroflexus,S.,Haur.,Qneitra
18,519.0,Amaranthus retroflexus,S.,J.D.,Soueida
19,519.0,Amaranthus retroflexus,S.,J.D.,Chahba
0,519.0,Amaranthus gracilis,L.,Ct.,Beyrouth et environs
1,519.0,Amaranthus gracilis,L.,Ct.,Bir Hassen
2,519.0,Amaranthus gracilis,L.,Ct.,Nahr-el-Kelb
3,519.0,Amaranthus gracilis,L.,Mi.,'Aley
0,519.0,Amaranthus albus,L.,Ct.,Beyrouth
1,519.0,Amaranthus albus,L.,Ct.,Bouchriyé
2,519.0,Amaranthus albus,L.,Met.,Beqa'a
3,519.0,Amaranthus albus,S.,Ct.,Banias
4,519.0,Amaranthus albus,S.,Sy.,Alep
5,519.0,Amaranthus albus,S.,H.J.,Bords du Tigre vers le Pont Romain
0,519.0,Amaranthus blitoides,L.,Met.,Ksara
1,519.0,Amaranthus blitoides,L.,Met.,Ta'naïl
2,519.0,Amaranthus blitoides,L.,Met.,Terbol
3,519.0,Amaranthus blitoides,S.,Sy.,Alep
4,519.0,Amaranthus blitoides,S.,Sy.,'Afrine
5,519.0,Amaranthus blitoides,S.,Sy.,Homs
6,519.0,Amaranthus blitoides,S.,St.,Palmyre
7,519.0,Amaranthus blitoides,S.,St.,T 4
8,519.0,Amaranthus blitoides,S.,J.D.,Chahba
9,519.0,Amaranthus blitoides,S.,Haur.,Ezra'a
0,520.0,Amaranthus graecizans,L.,Ct.,Beyrouth
1,520.0,Amaranthus graecizans,L.,Ct.,Jounié
2,520.0,Amaranthus graecizans,L.,Ct.,Nahr-el-Kelb
3,520.0,Amaranthus graecizans,L.,Ct.,Tripoli
4,520.0,Amaranthus graecizans,L.,Mi.,Qrayé
5,520.0,Amaranthus graecizans,L.,Mi.,Bikfaya
6,520.0,Amaranthus graecizans,L.,Mm.,Khan Sannine'
7,520.0,Amaranthus graecizans,L.,Mm.,entre Ehmej et Laqlouq
8,520.0,Amaranthus graecizans,L.,Met.,Ta'naïl
9,520.0,Amaranthus graecizans,L.,Met.,sources du Nahr Hasbani
0,520.0,Amaranthus lividus,L.,Ct.,Beyrouth
1,520.0,Amaranthus lividus,L.,Ct.,Tripoli
2,520.0,Amaranthus lividus,L.,Mi.,Bikfaya
3,520.0,Amaranthus lividus,S.,St.,Oasis de Bardi
0,521.0,Amaranthus deflexus,L.,Ct.,Beyrouth
1,521.0,Amaranthus deflexus,L.,Mi.,Qrayé
0,521.0,Achyranthes aspera,L.,Ct.,Jardins de Saïda
1,521.0,Achyranthes aspera,L.,Ct.,entre Saïda et Damour
2,521.0,Achyranthes aspera,L.,Ct.,Ouadi Chahrour
3,521.0,Achyranthes aspera,L.,Ct.,Beyrouth
4,521.0,Achyranthes aspera,L.,Ct.,route de Broummana
5,521.0,Achyranthes aspera,L.,Ct.,Nahr Beyrouth en amont du Pont du Pacha
0,521.0,Alternanthera sessilis,L.,Ctlitt.,Tyr sur terrains irrigués
1,521.0,Alternanthera sessilis,S.,Sy.,Marais du Ghab
2,521.0,Alternanthera sessilis,S.,Sy.,vers Jisr-ech-Choghour
0,522.0,Thelygonum cynocrambe,S.,Mi.,Bhamra
1,522.0,Thelygonum cynocrambe,S.,Sy.,'Afrine
2,522.0,Thelygonum cynocrambe,S.,Sy.,Alep
3,522.0,Thelygonum cynocrambe,S.,H.J.,Karatchouk Dagh
4,522.0,Thelygonum cynocrambe,S.,H.J.,. Dam. Jab. Qasyoun
5,522.0,Thelygonum cynocrambe,S.,H.J.,Damas
6,522.0,Thelygonum cynocrambe,S.,A.L.,Souq-Ouadi-Barada
7,522.0,Thelygonum cynocrambe,S.,Haur.,Khabab
8,522.0,Thelygonum cynocrambe,S.,J.D.,Soueida
0,523.0,Phytolacca americana,L.,Ct.,Beyrouth
1,523.0,Phytolacca americana,L.,Ct.,Tripoli
2,523.0,Phytolacca americana,L.,Mi.,Chemlan
3,523.0,Phytolacca americana,L.,Mm.,'Akkar-el-'Atiq
4,523.0,Phytolacca americana,L.,Mm.,près d'un cimetière
0,523.0,Phytolacca pruinosa,L.,Mi-Mm.,Au-dessus de Ma'asser-ech-Chouf
1,523.0,Phytolacca pruinosa,L.,Mi-Mm.,Jabal Fughry
2,523.0,Phytolacca pruinosa,L.,Ve.,Ouadi Ibrissa
3,523.0,Phytolacca pruinosa,S.,Mm.,Slenfé
4,523.0,Phytolacca pruinosa,S.,Mm.,col de Freiket
5,523.0,Phytolacca pruinosa,S.,JVLatt.,Karadourane
6,523.0,Phytolacca pruinosa,S.,JVLatt.,. Cassius
0,523.0,Boerhavia plumbaginea,S.,Sud.,El-Hammé
0,524.0,Mesembryanthemum forskalei,S.,St.,NE. de Zélaf
0,525.0,Mesembryanthemum nodiflorum,L.,Ctlitt.,Tyr
1,525.0,Mesembryanthemum nodiflorum,S.,St.,Palmyre
2,525.0,Mesembryanthemum nodiflorum,S.,St.,Ouadi-ech-Cham
0,525.0,Mesembryanthemum edule,L.,NO ITALICS,L. et S. Cultivée fréquemment surtout le long de la côte. Parfois échappée de culture. Ne paraît pas s'être naturalisée.
0,525.0,Aizoon hispanicum,S.,Sy.,Alep
1,525.0,Aizoon hispanicum,S.,Dam.,Doummar
2,525.0,Aizoon hispanicum,S.,St.,Meskène
3,525.0,Aizoon hispanicum,S.,St.,Deir-ez-Zor
4,525.0,Aizoon hispanicum,S.,St.,Palmyre
5,525.0,Aizoon hispanicum,S.,St.,Qaryatein
6,525.0,Aizoon hispanicum,S.,St.,Arak à T 3
7,525.0,Aizoon hispanicum,S.,St.,50 km. W. de Palmyre
8,525.0,Aizoon hispanicum,S.,St.,32 km. W. de Deir-ez-Zor
9,525.0,Aizoon hispanicum,S.,St.,Ouadi-el-Abiad
0,526.0,Glinus lotoides,L.,Ct.,Bords du Nahr Ghadir
1,526.0,Glinus lotoides,L.,Ct.,sur l'emplacement de l'aéroport actuel
2,526.0,Glinus lotoides,L.,Ct.,Tripoli El- Mina
3,526.0,Glinus lotoides,L.,Ct.,Kafer Qahel dans la Koura
4,526.0,Glinus lotoides,L.,Mi.,Kaïfoun
5,526.0,Glinus lotoides,S.,St.,Bords de l'Euphrate
6,526.0,Glinus lotoides,S.,St.,Deir-ez-Zor à Meyyadine
7,526.0,Glinus lotoides,S.,St.,Abou Kémal
8,526.0,Glinus lotoides,S.,St.,Tell Salihiyé
9,526.0,Glinus lotoides,S.,H.J.,Présence probable
10,526.0,Glinus lotoides,S.,H.J.,la plante ayant été trouvée à Jéziret-ibn-Omar
11,526.0,Glinus lotoides,S.,H.J.,de l'autre côté de la frontière turque vers le Tigre
0,526.0,Glinus dictamnoides,L.,Hertn.,Vers Rachaya
1,526.0,Glinus dictamnoides,S.,NO ITALICS,S. Sur basaltes:
2,526.0,Glinus dictamnoides,S.,NO ITALICS,"Ham. Ezra'a (P), Dera'a dans le lit du Yarmouk (Mt), Qneitra (Pb)."
3,526.0,Glinus dictamnoides,S.,NO ITALICS,J.D. El-'Ayyoun (Mt).
0,527.0,Portulacca oleracea,L.,Ct.,Beyrouth
1,527.0,Portulacca oleracea,L.,Mi.,Qrayé
2,527.0,Portulacca oleracea,L.,Mm.,Dimane
3,527.0,Portulacca oleracea,L.,Met.,Ta'naïl
4,527.0,Portulacca oleracea,S.,Ct.,Tartous
5,527.0,Portulacca oleracea,S.,Dam.,Damas
6,527.0,Portulacca oleracea,S.,Haur.,Qneitra
7,527.0,Portulacca oleracea,S.,NLatt.,Kessab
8,527.0,Portulacca oleracea,S.,St.,Pal- myre
9,527.0,Portulacca oleracea,S.,St.,Deir-ez-Zor
0,527.0,Montia fontana,L.,Mi.,Mayrouba
1,527.0,Montia fontana,L.,Mi.,sur grès
2,527.0,Montia fontana,L.,'Akkar.,Vers Kouachré
3,527.0,Montia fontana,S.,W.Homs.,Haddidi
4,527.0,Montia fontana,S.,J.D.,Soueida-Sâlé
5,527.0,Montia fontana,S.,J.D.,. La forme flottante à Kafer
6,527.0,Montia fontana,S.,J.D.,Qanaouat
7,527.0,Montia fontana,S.,J.D.,Er-Raha
0,528.0,Pteranthus dichotomus,S.,St.,Palmyre
1,528.0,Pteranthus dichotomus,S.,St.,Palmyre à Arak
2,528.0,Pteranthus dichotomus,S.,St.,Bir-al-'Alaniyé
3,528.0,Pteranthus dichotomus,S.,St.,Jabal-et-Tenf
4,528.0,Pteranthus dichotomus,S.,Sud.,Hammé
0,528.0,Scleranthus orientalis,L.,Mi.,Bikfaya
1,528.0,Scleranthus orientalis,L.,Mi.,Mayrouba
2,528.0,Scleranthus orientalis,L.,Mi.,Neba'-l-Bata
3,528.0,Scleranthus orientalis,L.,Mi.,au-dessus de Jbail
4,528.0,Scleranthus orientalis,L.,Mm.,Khan Sannine
5,528.0,Scleranthus orientalis,L.,Mm.,Falougha
6,528.0,Scleranthus orientalis,L.,Mm.,Col de Zahlé
7,528.0,Scleranthus orientalis,L.,Ve.,Jabal-ech-Cha'arra
8,528.0,Scleranthus orientalis,S.,Mi.,'Aïn Halakim
9,528.0,Scleranthus orientalis,S.,A.L.,Jabal Gharbi
0,529.0,Scleranthus collinus,S.,Mm.,Slenfé
0,529.0,Habrosia spinuliflora,L.,Sy.,Baalbeck
1,529.0,Habrosia spinuliflora,S.,Sy.,Alep
2,529.0,Habrosia spinuliflora,S.,Sy.,Dana
3,529.0,Habrosia spinuliflora,S.,Sy.,Ouroum-es-Soughra à Terib
4,529.0,Habrosia spinuliflora,S.,Sy.,Khan Cheikhoun à Ma'arrat-en-No'man
5,529.0,Habrosia spinuliflora,S.,Sy.,Jab. Sema'ane
6,529.0,Habrosia spinuliflora,S.,H.J.,Jab. 'Abd- el-'Aziz
7,529.0,Habrosia spinuliflora,S.,H.J.,bords du Tigre vers le Pont Romain
8,529.0,Habrosia spinuliflora,S.,Dam.,Jab. Qasyoun
9,529.0,Habrosia spinuliflora,S.,A.L.,Mnine à Saïdnaya
10,529.0,Habrosia spinuliflora,S.,A.L.,Ma'loula
11,529.0,Habrosia spinuliflora,S.,St.,Jab. Dmeir
12,529.0,Habrosia spinuliflora,S.,St.,Qaryatein
13,529.0,Habrosia spinuliflora,S.,St.,Sud de Qaryatein
14,529.0,Habrosia spinuliflora,S.,St.,Palmyre
15,529.0,Habrosia spinuliflora,S.,St.,Jab. Bilas
0,529.0,Gorrigiola littoralis,L.,Ct.,Beyrouth
1,529.0,Gorrigiola littoralis,L.,Ct.,Bouchriyé
2,529.0,Gorrigiola littoralis,L.,Ct.,sous Beit Méri
0,530.0,Telephium imperati,L.,Mm.,Cèdres de Barouk
