,page_num,binomial,country,general_loc,specific_loc
2,137.0,Heleochloa acutiglumis,L.,Mi.,Salima
3,137.0,Heleochloa acutiglumis,L.,Mm.,Hadeth- Dimane
4,137.0,Heleochloa acutiglumis,L.,Mm.,Qannoubine
5,137.0,Heleochloa acutiglumis,L.,Mm.,Falougha
6,137.0,Heleochloa acutiglumis,L.,Mm.,Jab. Kneissé
7,137.0,Heleochloa acutiglumis,L.,Mm.,Jab. Sannine
8,137.0,Heleochloa acutiglumis,L.,Mm.,. Vers 'Aïn Saoua'ir
9,137.0,Heleochloa acutiglumis,L.,alpicola),Jab. Barouk
10,137.0,Heleochloa acutiglumis,S.,Haur.,N. de Qneitra
11,137.0,Heleochloa acutiglumis,S.,JD.,Chahba
12,137.0,Heleochloa acutiglumis,S.,WHoms.,Liftaya
0,137.0,Rhizocephalus orientali s,L.,Sy.,Baalbeck
1,137.0,Rhizocephalus orientali s,S.,A.L.,Bloudane
2,137.0,Rhizocephalus orientali s,S.,A.L.,Zebdani-Tékiyé
3,137.0,Rhizocephalus orientali s,S.,A.L.,Qprnet-el-Mas'adi
4,137.0,Rhizocephalus orientali s,S.,Sy.,Alep
5,137.0,Rhizocephalus orientali s,S.,Sy.,route de 'Azaz
6,137.0,Rhizocephalus orientali s,S.,Sy.,Jab. Saouane
7,137.0,Rhizocephalus orientali s,S.,Sy.,Abou Dali-Afir
8,137.0,Rhizocephalus orientali s,S.,Sy.,Ourhm-el-A'amid
9,137.0,Rhizocephalus orientali s,S.,Sy.,30 km. N. d'Alep
10,137.0,Rhizocephalus orientali s,S.,Sy.,Hama-Bserine
11,137.0,Rhizocephalus orientali s,S.,HJ.,Jab. 'Abd-el-'Aziz
12,137.0,Rhizocephalus orientali s,S.,Dam.,Jab. Qebli
13,137.0,Rhizocephalus orientali s,S.,Dam.,Jab. Qasyoun
14,137.0,Rhizocephalus orientali s,S.,JD.,Tell Souccar
15,137.0,Rhizocephalus orientali s,S.,JD.,entre le Tell Souccar et le Tell Ahmar
16,137.0,Rhizocephalus orientali s,S.,St.,Qaryatein à 'Aïn-el-Oual
17,137.0,Rhizocephalus orientali s,S.,St.,Qaryatein
18,137.0,Rhizocephalus orientali s,S.,St.,Forkhlos
19,137.0,Rhizocephalus orientali s,S.,St.,Jab. Bichri
0,138.0,Beckmannia eruciformis,S.,Sud.,10 km. N. de Qneitra
0,138.0,Alopecurus gerardi,L.,Mm.,Entre le Sannine et Zahlé
1,138.0,Alopecurus gerardi,L.,Mm.,. Col de Zahlé
2,138.0,Alopecurus gerardi,L.,Mm.,Jab. Kneissé
3,138.0,Alopecurus gerardi,L.,Mm.,'Aïn Saoua'ir
0,138.0,Alopecurus vaginatus,L.,Mm.,Neba'a-1-Hadid
1,138.0,Alopecurus vaginatus,L.,Mm.,Khan Sannine
2,138.0,Alopecurus vaginatus,L.,Mm.,Sir-ed-Dennié
3,138.0,Alopecurus vaginatus,L.,Mm.,Sofar
4,138.0,Alopecurus vaginatus,L.,Mm.,source de Jouit
5,138.0,Alopecurus vaginatus,L.,Me.,Col des Cèdres
0,139.0,Alopecurus ventricosus,L.,Mm.,Dahr-el-Baidar
1,139.0,Alopecurus ventricosus,L.,Mm.,Neba'a-1-Hadid
2,139.0,Alopecurus ventricosus,L.,Mm.,Jisr-el-Hajar
3,139.0,Alopecurus ventricosus,L.,Mm.,Laqlouq
4,139.0,Alopecurus ventricosus,L.,Mm.,Bchennata
5,139.0,Alopecurus ventricosus,L.,Ve.,Mreijatte
6,139.0,Alopecurus ventricosus,L.,Ve.,vers Deir-el-Ahmar
7,139.0,Alopecurus ventricosus,L.,Met.,'Amiq
8,139.0,Alopecurus ventricosus,L.,Met.,Ta'naïl
9,139.0,Alopecurus ventricosus,L.,Met.,Chtaura
10,139.0,Alopecurus ventricosus,L.,Met.,Zahlé
11,139.0,Alopecurus ventricosus,L.,A.L.,Kfar Zabed
12,139.0,Alopecurus ventricosus,L.,A.L.,Ouadi-el-Harir
13,139.0,Alopecurus ventricosus,L.,Ct.,Tyr
14,139.0,Alopecurus ventricosus,L.,Ct.,Saïda
15,139.0,Alopecurus ventricosus,L.,Ct.,Nahr Ghadir
16,139.0,Alopecurus ventricosus,L.,Ct.,Hadeth
17,139.0,Alopecurus ventricosus,L.,Ct.,Beyrouth
18,139.0,Alopecurus ventricosus,L.,Ct.,Nahr-el-Kelb
19,139.0,Alopecurus ventricosus,L.,Ct.,Tripoli
20,139.0,Alopecurus ventricosus,L.,Mi.,Jab. Terbol
21,139.0,Alopecurus ventricosus,L.,'Akkar.,Plaine de l'Akkar
22,139.0,Alopecurus ventricosus,L.,Herm.,Rachaya
23,139.0,Alopecurus ventricosus,S.,A.L.,Ouadi-el-Qarn
24,139.0,Alopecurus ventricosus,S.,A.L.,Bloudane
25,139.0,Alopecurus ventricosus,S.,A.L.,Qprnet-en-Nabi
26,139.0,Alopecurus ventricosus,S.,Dam.,Damas
27,139.0,Alopecurus ventricosus,S.,Dam.,Ghouta
28,139.0,Alopecurus ventricosus,S.,Dam.,Chaba'a
29,139.0,Alopecurus ventricosus,S.,Dam.,Meidan
30,139.0,Alopecurus ventricosus,S.,Dam.,Damas
31,139.0,Alopecurus ventricosus,S.,Sy.,Alep
32,139.0,Alopecurus ventricosus,S.,Sy.,Tell Eddah
33,139.0,Alopecurus ventricosus,S.,Sy.,Homs
34,139.0,Alopecurus ventricosus,S.,Sy.,Jisr-el-Choghour
35,139.0,Alopecurus ventricosus,S.,Sy.,Alep
36,139.0,Alopecurus ventricosus,S.,Sy.,Tell Bouada
37,139.0,Alopecurus ventricosus,S.,Herm.,Pente sud
38,139.0,Alopecurus ventricosus,S.,JD.,Kafer
39,139.0,Alopecurus ventricosus,S.,JD.,Fo itaine des Bédouins
40,139.0,Alopecurus ventricosus,S.,JD.,Tell Jinah
41,139.0,Alopecurus ventricosus,S.,JD.,Soueida
42,139.0,Alopecurus ventricosus,S.,JD.,Kafer
43,139.0,Alopecurus ventricosus,S.,JD.,Tell Qpuleib
44,139.0,Alopecurus ventricosus,S.,HJ.,Karatchok Dagh
45,139.0,Alopecurus ventricosus,S.,HJ.,'Aïn 'Arous
46,139.0,Alopecurus ventricosus,S.,HJ.,Radd
47,139.0,Alopecurus ventricosus,S.,Ct.,Amrith
48,139.0,Alopecurus ventricosus,S.,Sud.,Jilline
0,139.0,Alopecurus anthoxanthoides,L.,Ct.,Ras Bayada
1,139.0,Alopecurus anthoxanthoides,L.,Ct.,3 km. N. de Tyr
2,139.0,Alopecurus anthoxanthoides,L.,Ct.,Saïda
3,139.0,Alopecurus anthoxanthoides,L.,Ct.,Beyrouth
4,139.0,Alopecurus anthoxanthoides,L.,Ct.,Nahr-el-Kelb
5,139.0,Alopecurus anthoxanthoides,L.,Ct.,Bouar
6,139.0,Alopecurus anthoxanthoides,L.,Ct.,Batroun
7,139.0,Alopecurus anthoxanthoides,L.,Ct.,Tripoli
8,139.0,Alopecurus anthoxanthoides,L.,.Mi.,Saïda-Nabatiyé
9,139.0,Alopecurus anthoxanthoides,L.,.Mi.,Souq-el-Gharb
10,139.0,Alopecurus anthoxanthoides,L.,.Mi.,Bijdarfel
11,139.0,Alopecurus anthoxanthoides,L.,.Mi.,vers 'Aley
12,139.0,Alopecurus anthoxanthoides,L.,.Mi.,Bhamdoun
13,139.0,Alopecurus anthoxanthoides,L.,.Mi.,Bikfaya
14,139.0,Alopecurus anthoxanthoides,L.,.Mi.,Jab. Terbol
15,139.0,Alopecurus anthoxanthoides,L.,Mm.,Sofar
16,139.0,Alopecurus anthoxanthoides,L.,Mm.,Jab. Kneissé
17,139.0,Alopecurus anthoxanthoides,L.,Mm.,Jab. Barouk
18,139.0,Alopecurus anthoxanthoides,L.,Mm.,'Ain Zehalta
19,139.0,Alopecurus anthoxanthoides,L.,Mm.,Dahr-el-Baïdar
20,139.0,Alopecurus anthoxanthoides,L.,Ve.,Yammouné
21,139.0,Alopecurus anthoxanthoides,L.,Met.,Ta'naïl à Zahlé
22,139.0,Alopecurus anthoxanthoides,L.,Hem.,Rachaya
23,139.0,Alopecurus anthoxanthoides,L.,Sy.,Baalbeck
24,139.0,Alopecurus anthoxanthoides,L.,'Akkar.,Mengès
25,139.0,Alopecurus anthoxanthoides,S.,Mi.,Haffé-Slenfé
26,139.0,Alopecurus anthoxanthoides,S.,NLatt.,Base du Cassius
27,139.0,Alopecurus anthoxanthoides,S.,NLatt.,Jab. 'Aqra
28,139.0,Alopecurus anthoxanthoides,S.,A.L.,Ouadi- el-Qarn
29,139.0,Alopecurus anthoxanthoides,S.,A.L.,Yabroud
30,139.0,Alopecurus anthoxanthoides,S.,A.L.,Jab. Abou 'Ata
31,139.0,Alopecurus anthoxanthoides,S.,Dam.,Damas
32,139.0,Alopecurus anthoxanthoides,S.,Dam.,Jab. Qebli
33,139.0,Alopecurus anthoxanthoides,S.,Hour.,Mass'adé
34,139.0,Alopecurus anthoxanthoides,S.,JD.,Kafer
35,139.0,Alopecurus anthoxanthoides,S.,JD.,Fontaine des Bédouins
36,139.0,Alopecurus anthoxanthoides,S.,JD.,Soueida
37,139.0,Alopecurus anthoxanthoides,S.,HJ.,Karatchok Dagh
38,139.0,Alopecurus anthoxanthoides,S.,Sy.,Alep
39,139.0,Alopecurus anthoxanthoides,S.,Sy.,Tell 'Aqibrin
40,139.0,Alopecurus anthoxanthoides,S.,St.,Deir 'Atiyé
41,139.0,Alopecurus anthoxanthoides,S.,St.,Jab. 'Amiri
42,139.0,Alopecurus anthoxanthoides,S.,Sud.,Au-dessus du lac de Tibériade
0,140.0,Phleum subulatum,L.,Ct.,Nahr Saïnik
1,140.0,Phleum subulatum,L.,Ct.,Saïda
2,140.0,Phleum subulatum,L.,Ct.,Beyrouth
3,140.0,Phleum subulatum,L.,Ct.,Baie de Jounié
4,140.0,Phleum subulatum,L.,Ct.,Jbaïl
5,140.0,Phleum subulatum,L.,Ct.,Tripoli
6,140.0,Phleum subulatum,L.,Mi.,'A itoura
7,140.0,Phleum subulatum,L.,Mi.,Qrayé
8,140.0,Phleum subulatum,S.,Ct.,Sud de Banias
9,140.0,Phleum subulatum,S.,Mi.,'Am Halakim
10,140.0,Phleum subulatum,S.,Mi.,Col de Massiaf
11,140.0,Phleum subulatum,S.,Mi.,Qala'at-el- Hosn
12,140.0,Phleum subulatum,S.,Sy.,Alep
13,140.0,Phleum subulatum,S.,Haur.,Mass'adé
14,140.0,Phleum subulatum,S.,HJ.,Bords du Tigre
0,141.0,Phleum boissieri,L.,Ct.,Aouza'i
1,141.0,Phleum boissieri,L.,A.L.,Ouadi-el-Harir
2,141.0,Phleum boissieri,L.,Sy.,Baalbeck
3,141.0,Phleum boissieri,S.,Mi-Mm.,ColdeChatha
4,141.0,Phleum boissieri,S.,Mi-Mm.,Col dejaoubat Bourghal
5,141.0,Phleum boissieri,S.,Mi-Mm.,NebiYounès
6,141.0,Phleum boissieri,S.,A.L.,Madaya
7,141.0,Phleum boissieri,S.,A.L.,Ouadi-el-Qani
8,141.0,Phleum boissieri,S.,Sy.,Ma'arat-en-No'man
9,141.0,Phleum boissieri,S.,Sy.,Alep
10,141.0,Phleum boissieri,S.,HJ.,Jab. 'Abd-el-'Aziz
0,141.0,Phleum arenarium,L.,Ctlitt.,Bir Hassan
1,141.0,Phleum arenarium,L.,Ctlitt.,Baie Saiat-Élie près Beyrouth
2,141.0,Phleum arenarium,L.,Ctlitt.,Batroun
3,141.0,Phleum arenarium,S.,Mm.,Slenfé
0,141.0,Phleum rrontanum,L.,Mi.,'Ain Qa'a
1,141.0,Phleum rrontanum,L.,Mi.,'Aïn Zehalta
2,141.0,Phleum rrontanum,L.,Mi.,Bikfaya
3,141.0,Phleum rrontanum,L.,Mi.,Salima
4,141.0,Phleum rrontanum,L.,Mi.,Qprnayel- Salima
5,141.0,Phleum rrontanum,L.,Mi.,Mayrouba
6,141.0,Phleum rrontanum,L.,Mi.,Beskinta
7,141.0,Phleum rrontanum,L.,Mi.,vers Afqa
8,141.0,Phleum rrontanum,L.,Mm.,Towmat Jezzine
9,141.0,Phleum rrontanum,L.,Mm.,Jabal Niha
10,141.0,Phleum rrontanum,L.,Mm.,Mdeireje
11,141.0,Phleum rrontanum,L.,Mm.,Col du Baïdar
12,141.0,Phleum rrontanum,L.,Mm.,Falougna
13,141.0,Phleum rrontanum,L.,Mm.,Sannine
14,141.0,Phleum rrontanum,L.,Mm.,Afqa
15,141.0,Phleum rrontanum,L.,Mm.,Hasroun
16,141.0,Phleum rrontanum,L.,Mm.,Bân à Mar Elias
17,141.0,Phleum rrontanum,L.,Mm.,Cèdres de Hadeth
18,141.0,Phleum rrontanum,L.,A.L.,Route de Yanta
19,141.0,Phleum rrontanum,S.,Mm.,Col de Chatha
20,141.0,Phleum rrontanum,S.,NLatt.,'Aïn Haramiyé
21,141.0,Phleum rrontanum,S.,NLatt.,Kizil Dagh
22,141.0,Phleum rrontanum,S.,NLatt.,20 km. S. d'El- Ourdou
23,141.0,Phleum rrontanum,S.,A.L.,Ouadi-el-Qarn
0,142.0,' Phleum nodosum,L.,Mm.,Jab. Barouk
1,142.0,' Phleum nodosum,L.,Mm.,vers les Cèdres
2,142.0,' Phleum nodosum,L.,Mm.,'Aïn Geddaié
3,142.0,' Phleum nodosum,L.,Mm.,'Aïn Saoua'ir
4,142.0,' Phleum nodosum,L.,Mm.,base du Kneissé
5,142.0,' Phleum nodosum,L.,Mm.,Beskinta
6,142.0,' Phleum nodosum,L.,Mm.,Neba'l-hadid
7,142.0,' Phleum nodosum,L.,Mm.,Anna Bakich
0,143.0,Agrostis semiverticillata,L.,Ct.,Saïda
1,143.0,Agrostis semiverticillata,L.,Ct.,Ouadi Chahrour
2,143.0,Agrostis semiverticillata,L.,Ct.,Beyrouth
3,143.0,Agrostis semiverticillata,L.,Ct.,Nahr-el-Kelb
4,143.0,Agrostis semiverticillata,L.,Ct.,Tripoli
5,143.0,Agrostis semiverticillata,L.,Mi.,'Abey
6,143.0,Agrostis semiverticillata,L.,Mi.,Broummana
7,143.0,Agrostis semiverticillata,L.,Met.,Chtaura
8,143.0,Agrostis semiverticillata,L.,Met.,Ta'naïl
9,143.0,Agrostis semiverticillata,L.,Mm.,Dimane
10,143.0,Agrostis semiverticillata,L.,Mm.,Fnaïdeq
11,143.0,Agrostis semiverticillata,L.,Ve.,'Aïnata
12,143.0,Agrostis semiverticillata,S.,Mi.,Bhamra
13,143.0,Agrostis semiverticillata,S.,Sy.,Homs
14,143.0,Agrostis semiverticillata,S.,Sy.,Alep
15,143.0,Agrostis semiverticillata,S.,Sy.,Qatma
16,143.0,Agrostis semiverticillata,S.,Dam.,Damas
17,143.0,Agrostis semiverticillata,S.,Dam.,Doummar
18,143.0,Agrostis semiverticillata,S.,Dam.,Ouadi 'Arad
19,143.0,Agrostis semiverticillata,S.,A.L.,Jdeidé
20,143.0,Agrostis semiverticillata,S.,JD.,Soueida
21,143.0,Agrostis semiverticillata,S.,JD.,entre Soueida et la Fontaine des Bédouins
0,143.0,Agrostis stolonifera,L.,Ct.,Beyrouth
1,143.0,Agrostis stolonifera,L.,Ct.,adventice
2,143.0,Agrostis stolonifera,L.,Mi.,Dhour Choueir
3,143.0,Agrostis stolonifera,L.,Mi.,Bikfaya
4,143.0,Agrostis stolonifera,L.,Mi.,'Abey
5,143.0,Agrostis stolonifera,L.,Mi.,'Aley
6,143.0,Agrostis stolonifera,L.,Mi.,Qrayé
7,143.0,Agrostis stolonifera,L.,Mi.,'Aqoura
8,143.0,Agrostis stolonifera,L.,Mi.,Mayrouba
9,143.0,Agrostis stolonifera,L.,Mi.,Sir
10,143.0,Agrostis stolonifera,L.,Mi.,Bikfaya
11,143.0,Agrostis stolonifera,L.,Mi.,Deir-el-Harf
12,143.0,Agrostis stolonifera,L.,Mi.,Broummana
13,143.0,Agrostis stolonifera,L.,Mi.,Dhour Ghoueir
14,143.0,Agrostis stolonifera,L.,Mm.,'Aïn Hchaira
15,143.0,Agrostis stolonifera,L.,Mm.,Bcharré
16,143.0,Agrostis stolonifera,L.,Mm.,Ehden
17,143.0,Agrostis stolonifera,L.,Mm.,Cèdres de Hadeth
18,143.0,Agrostis stolonifera,L.,Mm.,Dimane
19,143.0,Agrostis stolonifera,L.,Mm.,Fnaideq
20,143.0,Agrostis stolonifera,L.,Mm.,Jab. Zahrour
21,143.0,Agrostis stolonifera,L.,Mm.,Bân
22,143.0,Agrostis stolonifera,L.,Me.,'Aïn-el- Qarn
23,143.0,Agrostis stolonifera,L.,Met.,'Amiq
24,143.0,Agrostis stolonifera,L.,Met.,Ta'naïl
25,143.0,Agrostis stolonifera,L.,Sy.,Baalbeck
26,143.0,Agrostis stolonifera,S.,A.L.,Yabroud
27,143.0,Agrostis stolonifera,S.,Hour.,N. de Qneitra
28,143.0,Agrostis stolonifera,S.,NLatt.,'Aïn Haramiyé
29,143.0,Agrostis stolonifera,S.,NLatt.,Vers le Cassius
30,143.0,Agrostis stolonifera,S.,Sy.,Tell Nebi Mend
31,143.0,Agrostis stolonifera,S.,Dam.,Ghouta
0,144.0,Apera interrupta,L.,NO ITALICS,L. Route de Yanta (Pb).
1,144.0,Apera interrupta,S.,NO ITALICS,"S. Ouadi-el-Qarn (Pb), Jdeidet-Yabous (Pr)."
0,144.0,Gastridium ventricosum,L.,Ct.,Saïda
1,144.0,Gastridium ventricosum,L.,Ct.,Beyrouth
2,144.0,Gastridium ventricosum,L.,Ct.,Nahr-el-Kelb
3,144.0,Gastridium ventricosum,L.,Mi.,Ba'abda
4,144.0,Gastridium ventricosum,L.,Mi.,route de Beyrouth à Broummana
5,144.0,Gastridium ventricosum,L.,Mi.,Dhour Choueir
6,144.0,Gastridium ventricosum,L.,Mi.,Ghazir
7,144.0,Gastridium ventricosum,L.,Mm.,'Aïn Zehalta
8,144.0,Gastridium ventricosum,S.,Ct.,Banias
9,144.0,Gastridium ventricosum,S.,JD.,Entre Soueida et Qanaouat
0,144.0,Gastridium scabrum,L.,Ct.,Saïda
1,144.0,Gastridium scabrum,L.,Ct.,Beyrouth
2,144.0,Gastridium scabrum,L.,Ct.,Nahr Beyrouth
3,144.0,Gastridium scabrum,L.,Ct.,Tripoli
4,144.0,Gastridium scabrum,L.,Mi.,'Abey
5,144.0,Gastridium scabrum,L.,Mi.,Jamhour
6,144.0,Gastridium scabrum,L.,Mi.,sous Beit Méri
7,144.0,Gastridium scabrum,L.,Mi.,Ba'abdate
8,144.0,Gastridium scabrum,L.,Mi.,Salima
0,145.0,Polypogonmonspeliensis,L.,Ct.,Saïda
1,145.0,Polypogonmonspeliensis,L.,Ct.,Beyrouth
2,145.0,Polypogonmonspeliensis,L.,Ct.,Tripoli
3,145.0,Polypogonmonspeliensis,S.,Sy.,Alep
4,145.0,Polypogonmonspeliensis,S.,Sy.,Tell Bouada
5,145.0,Polypogonmonspeliensis,S.,Sy.,Est d'Alep
6,145.0,Polypogonmonspeliensis,S.,Sy.,Homs
7,145.0,Polypogonmonspeliensis,S.,HJ.,Raqqa-Tell Abiad
8,145.0,Polypogonmonspeliensis,S.,Dam.,Damas
9,145.0,Polypogonmonspeliensis,S.,Dam.,'Ateibé
10,145.0,Polypogonmonspeliensis,S.,Dam.,Chabaa
11,145.0,Polypogonmonspeliensis,S.,JD.,Soueida
12,145.0,Polypogonmonspeliensis,S.,St.,Qaryatein
13,145.0,Polypogonmonspeliensis,S.,St.,Palmyre
14,145.0,Polypogonmonspeliensis,S.,St.,'Aqraba
15,145.0,Polypogonmonspeliensis,S.,St.,Arak
16,145.0,Polypogonmonspeliensis,S.,St.,Némara
17,145.0,Polypogonmonspeliensis,S.,St.,SW. de Deir-ez-Zor
0,145.0,Polypogon maritimus,L.,Ct.,Saïda
1,145.0,Polypogon maritimus,L.,Ct.,Nahr Ghadir
2,145.0,Polypogon maritimus,L.,Ct.,Beyrouth
3,145.0,Polypogon maritimus,L.,Ct.,Beyrouth à Broummana
4,145.0,Polypogon maritimus,L.,f,Tripoli
5,145.0,Polypogon maritimus,L.,Met.,Ta'naïl
6,145.0,Polypogon maritimus,S.,A.L.,Ouadi-el-Qarn
7,145.0,Polypogon maritimus,S.,A.L.,'Aqbet-et-tine
8,145.0,Polypogon maritimus,S.,Dam.,Damas
9,145.0,Polypogon maritimus,S.,Dam.,Hijjané
10,145.0,Polypogon maritimus,S.,Dam.,. NE. de Damas
11,145.0,Polypogon maritimus,S.,NLatt.,'Aïn Haramiyé
12,145.0,Polypogon maritimus,S.,NLatt.,S. de Kessab
13,145.0,Polypogon maritimus,S.,HJ.,Radd
14,145.0,Polypogon maritimus,S.,Haur.,Qneitra
15,145.0,Polypogon maritimus,S.,St.,Oasis de Bardi
0,146.0,Lagurus ovatus,L.,Ct.,N. de Tyr
1,146.0,Lagurus ovatus,L.,Ct.,Saïda
2,146.0,Lagurus ovatus,L.,Ct.,Bir Hassen
3,146.0,Lagurus ovatus,L.,Ct.,Beyrouth
4,146.0,Lagurus ovatus,L.,Ct.,Nahr-el-Kelb
5,146.0,Lagurus ovatus,L.,Ct.,Tripoli
6,146.0,Lagurus ovatus,L.,Mi.,Broummana
7,146.0,Lagurus ovatus,L.,Mi.,Beit Méri
8,146.0,Lagurus ovatus,L.,Mi.,'Antoura
9,146.0,Lagurus ovatus,S.,Ct.,Tartous
10,146.0,Lagurus ovatus,S.,Mi.,Bhamra
11,146.0,Lagurus ovatus,S.,NLatt.,Ras Bassit
0,146.0,Calamagrostis epigeios,L.,Mm.,Source près du Col de Zahlé
1,146.0,Calamagrostis epigeios,L.,Mm.,sur la pente est du Jab. Kneissé
2,146.0,Calamagrostis epigeios,L.,Met.,Bord de canaux près Neba' Fouar
3,146.0,Calamagrostis epigeios,L.,Met.,vers Kfar Zabéd
0,146.0,Calamagrostis pseudophragmites,S.,St.,Bords de l'Afrine
1,146.0,Calamagrostis pseudophragmites,S.,St.,bords de l'Euphrate près de Jérablous
2,146.0,Calamagrostis pseudophragmites,S.,St.,et de Meyyadine
0,147.0,Sporobolus arenarius,L.,Ctlitt.,Saïda-Rmeilé
1,147.0,Sporobolus arenarius,L.,Ctlitt.,Saïda-Beyrouth
2,147.0,Sporobolus arenarius,L.,Ctlitt.,Khaldé
3,147.0,Sporobolus arenarius,L.,Ctlitt.,Baie Saint-Élie
4,147.0,Sporobolus arenarius,L.,Ctlitt.,Beyrouth
5,147.0,Sporobolus arenarius,L.,Ctlitt.,Fouar
6,147.0,Sporobolus arenarius,L.,Ctlitt.,Nahr-el-Kelb
7,147.0,Sporobolus arenarius,L.,Ctlitt.,Tripoli
8,147.0,Sporobolus arenarius,S.,Ctlitt.,S. Tartous
9,147.0,Sporobolus arenarius,S.,Ctlitt.,Ras Chamra
0,148.0,Eragrostis tatarica,S.,HJ.,Source saline à l'ouest du lac Khatounié
1,148.0,Eragrostis tatarica,S.,HJ.,22 juin 1956
0,148.0,Eragrostis cilianensis,L.,NO ITALICS,"L. Saïda (Gaill, P), Beyrouth (Np, Mt), Nahr Beyrouth, Bouchriyé (Mt), Enfé (P), Tripoli (Bl)."
1,148.0,Eragrostis cilianensis,L.,NO ITALICS,Mm. Dimane (Bl).
2,148.0,Eragrostis cilianensis,L.,Ct.,Nahr-el-Kelb
3,148.0,Eragrostis cilianensis,L.,Met.,Ta'naïl
4,148.0,Eragrostis cilianensis,L.,Met.,Ferme A.U.B.
5,148.0,Eragrostis cilianensis,L.,Sud.,Jisr-el- Khardali
6,148.0,Eragrostis cilianensis,L.,Mi.,Qrayé
7,148.0,Eragrostis cilianensis,S.,Ct.,Banias
8,148.0,Eragrostis cilianensis,S.,St.,Chamseddine Charki sur l'Euphrate
9,148.0,Eragrostis cilianensis,S.,St.,Bardi
10,148.0,Eragrostis cilianensis,S.,JD.,Oummjemalà Qanaouat
11,148.0,Eragrostis cilianensis,S.,Dam.,Raboué
0,149.0,Eragrostis minor,L.,Mi.,Chbaniyé
1,149.0,Eragrostis minor,S.,Dam.,Damas
2,149.0,Eragrostis minor,S.,Sy.,Jérablous
0,149.0,Eragrostis pilosa,L.,Ct.,Nahr Aouali
1,149.0,Eragrostis pilosa,L.,Ct.,Sin-el-Fil
2,149.0,Eragrostis pilosa,L.,Ct.,Dékouané
3,149.0,Eragrostis pilosa,L.,ML,Qrayé
4,149.0,Eragrostis pilosa,L.,Mm.,'Aïn Zehalta
5,149.0,Eragrostis pilosa,L.,Mm.,Hasroun
6,149.0,Eragrostis pilosa,L.,Met.,Ta'naïl
7,149.0,Eragrostis pilosa,S.,NO ITALICS,S. Entre Raboué et Doummar (Pb).
0,149.0,Dactyloctenium aegyptium,L.,Ct.,Saïda
1,149.0,Dactyloctenium aegyptium,L.,Ct.,Nahr Aouali
2,149.0,Dactyloctenium aegyptium,L.,Ct.,Beyrouth
3,149.0,Dactyloctenium aegyptium,L.,Ct.,Jounié
0,150.0,Cynodon dactylon,L.,Ct.,Saïda
1,150.0,Cynodon dactylon,L.,Ct.,Aouza'i
2,150.0,Cynodon dactylon,L.,Ct.,Beyrouth
3,150.0,Cynodon dactylon,L.,Ct.,Tripoli
4,150.0,Cynodon dactylon,L.,ML,Moukhtara
5,150.0,Cynodon dactylon,L.,ML,Kesba
6,150.0,Cynodon dactylon,L.,ML,'Araya
7,150.0,Cynodon dactylon,L.,Mm.,Diman
8,150.0,Cynodon dactylon,L.,Met.,Ta'naïl
9,150.0,Cynodon dactylon,L.,Met.,Ksara
10,150.0,Cynodon dactylon,L.,Met.,Mt
11,150.0,Cynodon dactylon,L.,Herm.,Rachaya
12,150.0,Cynodon dactylon,S.,NLatt.,Ras Chamra
13,150.0,Cynodon dactylon,S.,Dam.,Outayya
14,150.0,Cynodon dactylon,S.,Dam.,Hijjané
15,150.0,Cynodon dactylon,S.,Dam.,Dmeir
16,150.0,Cynodon dactylon,S.,Dam.,Ouadi-el-'Arad
17,150.0,Cynodon dactylon,S.,A.L.,Yabroud
18,150.0,Cynodon dactylon,S.,HJ.,Hassetché
19,150.0,Cynodon dactylon,S.,HJ.,Khatounié
20,150.0,Cynodon dactylon,S.,JD.,Chahba
21,150.0,Cynodon dactylon,S.,St.,Est du Jab. Bichri
22,150.0,Cynodon dactylon,S.,St.,T 2
23,150.0,Cynodon dactylon,S.,St.,Nemara
24,150.0,Cynodon dactylon,S.,St.,Bardi
25,150.0,Cynodon dactylon,S.,St.,Doura-Europos
0,151.0,Arundo plinii,L.,Ct.,Saïda
1,151.0,Arundo plinii,L.,Ct.,Beyrouth
2,151.0,Arundo plinii,L.,Ct.,Nahr Beyrouth
3,151.0,Arundo plinii,L.,Ct.,Nahr-el-Kelb
4,151.0,Arundo plinii,L.,Ct.,Jbail à Batroun
0,151.0,Arundo donax,L.,Ct.,Vers Tyr et Saïda
1,151.0,Arundo donax,L.,Ct.,Beyrouth
2,151.0,Arundo donax,L.,Ct.,Nahr-el-Kelb
3,151.0,Arundo donax,L.,Ct.,Tripoli
4,151.0,Arundo donax,S.,Ct.,Tartous
5,151.0,Arundo donax,S.,Ct.,. ¾>. Alep
6,151.0,Arundo donax,S.,Dam.,Damas
0,152.0,Phragmites commuais,L.,Ct.,Nahr Ghadir
1,152.0,Phragmites commuais,L.,Ct.,Mt
2,152.0,Phragmites commuais,L.,"pungens),",Beyrouth
3,152.0,Phragmites commuais,L.,"pungens),",Tripoli
4,152.0,Phragmites commuais,L.,Mm.,Dimane
5,152.0,Phragmites commuais,L.,Met.,Chtaura
6,152.0,Phragmites commuais,L.,Met.,Zahlé
7,152.0,Phragmites commuais,L.,Met.,Ta'naïl
8,152.0,Phragmites commuais,L.,Met.,Haouch Mandara
9,152.0,Phragmites commuais,L.,St.,Qamou'at Hermel
10,152.0,Phragmites commuais,S.,Sy.,Doueir près Homs
